Time (s),D Feed Flow (stream 2),E Feed Flow (stream 3),A Feed Flow (stream 1),A and C Feed Flow (stream 4),Compressor Recycle Valve,Purge Valve (stream 9),Separator Pot Liquid Flow (stream 10),Stripper Liquid Product Flow (stream 11),Stripper Steam Valve,Reactor Cooling Water Flow,Condenser Cooling Water Flow,Agitator Speed,A Feed (stream 1),D Feed (stream 2),E Feed (stream 3),A and C Feed (stream 4),Recycle Flow (stream 8),Reactor Feed Rate (stream 6),Reactor Pressure,Reactor Level,Reactor Temperature,Purge Rate (stream 9),Product Sep Temp,Product Sep Level,Prod Sep Pressure,Prod Sep Underflow (stream 10),Stripper Level,Stripper Pressure,Stripper Underflow (stream 11),Stripper Temperature,Stripper Steam Flow,Compressor Work,Reactor Cooling Water Outlet Temp,Separator Cooling Water Outlet Temp,Reactor Feed Component A,Reactor Feed Component B,Reactor Feed Component C,Reactor Feed Component D,Reactor Feed Component E,Reactor Feed Component F,Purge Gas Component A,Purge Gas Component B,Purge Gas Component C,Purge Gas Component D,Purge Gas Component E,Purge Gas Component F,Purge Gas Component G,Purge Gas Component H,Product Component D,Product Component E,Product Component F,Product Component G,Product Component H
150660,63.477,51.678,32.16,64.569,22.344,46.784,36.801,49.031,99.828,42.42,16.323,50.0,0.32696,3664.5,4371.6,9.5845,27.292,42.762,2642.9,71.934,120.44,0.39494,81.041,49.559,2572.5,26.625,51.079,3035.0,23.611,71.824,395.68,346.12,94.516,78.782,33.888,9.1421,23.828,6.6631,19.349,1.779,34.965,14.174,19.54,1.2898,19.585,2.3484,5.0983,2.4926,0.016645,0.80764,0.07836,53.89,43.637
150840,62.664,52.295,32.164,64.732,22.376,46.623,38.42,43.868,100.11,42.872,16.617,50.0,0.32692,3711.7,4320.1,9.6514,26.956,42.497,2657.3,72.317,120.46,0.39626,82.2,50.109,2587.3,23.801,48.848,3049.1,23.446,72.158,392.15,346.8,94.053,79.916,33.888,9.1421,23.828,6.6631,19.349,1.779,34.965,14.174,19.54,1.2898,19.585,2.3484,5.0983,2.4926,0.016645,0.80764,0.07836,53.89,43.637
151020,62.857,51.949,25.487,61.831,22.628,45.193,39.479,47.567,99.948,43.811,19.528,50.0,0.25556,3731.8,4335.9,9.7116,26.684,42.556,2667.5,72.1,120.46,0.3781,83.219,50.469,2599.8,25.046,50.446,3060.5,22.197,72.634,387.29,347.47,93.811,80.676,33.655,8.9855,23.34,6.9102,19.045,1.6859,34.8,14.339,19.566,1.3842,19.547,2.3528,4.9083,2.3409,0.016645,0.80764,0.07836,53.89,43.637
151200,63.574,51.93,25.278,63.672,22.868,44.656,34.004,43.153,100.18,43.266,19.824,50.0,0.25769,3690.1,4337.5,9.6621,27.063,42.224,2675.3,73.429,120.47,0.38251,84.051,48.608,2607.2,25.073,48.539,3069.1,22.067,73.148,378.13,347.22,93.503,81.213,33.655,8.9855,23.34,6.9102,19.045,1.6859,34.8,14.339,19.566,1.3842,19.547,2.3528,4.9083,2.3409,0.016645,0.80764,0.07836,53.89,43.637
151380,62.607,52.411,25.861,63.592,22.973,47.797,39.176,44.493,99.621,43.81,19.408,50.0,0.26398,3625.6,4353.7,9.4269,26.978,42.586,2677.7,73.557,120.46,0.39834,84.271,50.366,2610.4,24.223,49.118,3072.1,22.28,73.545,371.24,348.39,93.551,81.108,33.728,8.9835,23.854,6.865,19.066,1.7324,35.449,14.278,19.848,1.2661,19.169,2.3861,5.1482,2.53,0.025593,0.73228,0.089544,53.507,43.814
151560,62.178,51.948,25.961,62.104,22.958,47.37,39.09,44.739,99.736,42.563,16.688,50.0,0.26296,3650.5,4392.3,9.6078,26.658,42.515,2677.6,73.756,120.38,0.40184,84.161,50.336,2610.1,23.062,49.225,3070.0,23.492,73.822,371.43,349.12,93.79,80.53,33.728,8.9835,23.854,6.865,19.066,1.7324,35.449,14.278,19.848,1.2661,19.169,2.3861,5.1482,2.53,0.025593,0.73228,0.089544,53.507,43.814
151740,62.433,52.079,23.479,63.343,23.064,46.926,34.431,43.569,99.909,42.929,24.405,50.0,0.24271,3658.5,4373.2,9.4819,26.94,42.46,2674.1,74.805,120.41,0.39802,83.75,48.753,2606.2,22.557,48.719,3065.9,20.311,73.933,368.2,350.04,93.883,80.12,33.774,8.8927,23.94,6.7294,18.918,1.6728,35.67,14.038,19.278,1.2496,19.497,2.393,5.5051,2.7048,0.025593,0.73228,0.089544,53.507,43.814
151920,62.562,51.79,23.755,58.211,23.205,46.696,39.427,44.181,99.799,41.62,18.519,50.0,0.23991,3651.0,4397.3,9.5243,26.851,42.175,2669.4,74.658,120.35,0.39991,83.15,50.451,2601.1,23.91,48.983,3059.2,22.878,73.874,370.66,350.84,94.136,79.66,33.774,8.8927,23.94,6.7294,18.918,1.6728,35.67,14.038,19.278,1.2496,19.497,2.393,5.5051,2.7048,0.025593,0.73228,0.089544,53.507,43.814
152100,62.852,52.673,21.637,62.637,23.676,44.469,32.49,45.553,99.804,42.436,19.288,50.0,0.21999,3707.9,4350.9,9.3883,27.073,42.336,2667.8,73.959,120.37,0.36939,82.937,48.094,2599.1,24.225,49.576,3055.9,22.621,73.765,371.14,351.08,94.116,79.492,33.556,9.0406,23.759,6.7412,18.717,1.7354,35.108,14.156,20.542,1.1273,18.38,2.3866,5.551,2.6392,0.025593,0.73228,0.089544,53.507,43.814
152280,63.225,52.884,21.487,60.186,23.464,43.835,36.354,42.029,98.435,41.499,21.758,50.0,0.22151,3686.2,4333.2,9.4066,26.571,42.607,2665.4,74.189,120.36,0.37458,82.688,49.407,2598.1,25.029,48.054,3053.3,21.633,73.637,368.82,351.11,94.223,79.405,33.556,9.0406,23.759,6.7412,18.717,1.7354,35.108,14.156,20.542,1.1273,18.38,2.3866,5.551,2.6392,0.023278,0.68445,0.093702,54.455,45.201
152460,63.536,52.491,22.111,60.776,23.769,45.971,37.02,44.896,97.95,41.955,21.162,50.0,0.22671,3670.2,4406.7,9.3739,26.914,42.23,2664.0,75.666,120.39,0.38638,82.506,49.633,2595.7,24.729,49.292,3050.9,21.923,73.51,369.6,351.72,94.236,79.348,34.274,9.0646,24.326,7.0209,18.399,1.755,35.574,14.076,19.978,1.2623,18.101,2.3516,5.5088,2.5598,0.023278,0.68445,0.093702,54.455,45.201
152640,63.475,53.046,22.478,62.112,23.872,45.411,38.832,45.687,97.554,40.608,22.092,50.0,0.22297,3673.7,4360.3,9.3686,26.656,42.057,2661.3,74.138,120.35,0.39097,82.289,50.249,2593.2,24.278,49.634,3046.6,21.574,73.399,369.43,352.1,94.324,78.72,34.274,9.0646,24.326,7.0209,18.399,1.755,35.574,14.076,19.978,1.2623,18.101,2.3516,5.5088,2.5598,0.023278,0.68445,0.093702,54.455,45.201
152820,61.845,53.126,13.42,62.781,23.99,45.033,34.9,47.561,97.101,40.695,18.916,50.0,0.14023,3625.9,4421.8,9.3635,27.217,42.396,2655.7,75.207,120.35,0.38015,81.791,48.913,2586.8,26.093,50.444,3041.1,22.955,73.227,370.0,351.72,94.674,78.319,34.169,9.0481,23.932,6.9549,18.144,1.7014,35.906,14.006,20.469,1.07,18.442,2.3655,5.3634,2.5301,0.023278,0.68445,0.093702,54.455,45.201
153000,62.162,52.963,13.463,60.8,23.705,44.489,39.81,44.606,96.523,40.007,21.563,50.0,0.13979,3607.5,4435.5,9.3866,26.851,41.985,2653.1,75.128,120.31,0.3846,81.432,50.581,2583.7,25.006,49.167,3036.9,21.877,72.985,372.11,351.9,94.803,78.161,34.169,9.0481,23.932,6.9549,18.144,1.7014,35.906,14.006,20.469,1.07,18.442,2.3655,5.3634,2.5301,0.023278,0.68445,0.093702,54.455,45.201
153180,62.155,53.71,12.475,61.873,24.014,44.358,39.618,45.449,94.858,41.501,16.927,50.0,0.12785,3635.8,4432.4,9.1055,26.985,42.056,2652.9,74.42,120.38,0.37287,81.367,50.516,2583.5,25.814,49.531,3037.3,23.847,72.754,370.2,351.71,94.93,78.369,34.391,9.0969,24.077,6.8867,18.167,1.7319,35.444,14.081,20.69,1.3938,17.672,2.3385,5.3048,2.5626,0.015335,0.62132,0.076821,53.228,44.04
153360,62.378,53.679,12.703,58.692,23.796,44.067,34.814,42.517,94.113,39.885,20.624,50.0,0.12553,3622.8,4435.0,9.346,27.033,42.246,2654.7,74.691,120.33,0.37525,81.51,48.884,2585.1,26.127,48.264,3039.7,22.287,72.596,367.22,350.89,94.871,78.576,34.391,9.0969,24.077,6.8867,18.167,1.7319,35.444,14.081,20.69,1.3938,17.672,2.3385,5.3048,2.5626,0.015335,0.62132,0.076821,53.228,44.04
153540,62.75,53.147,8.248,60.686,23.747,45.249,41.055,46.032,93.264,41.809,19.477,50.0,0.084301,3633.8,4483.5,9.2382,26.925,42.055,2654.2,74.725,120.41,0.38475,81.477,51.004,2585.6,24.497,49.783,3040.8,22.774,72.482,365.45,350.3,94.899,78.211,34.353,9.0102,24.118,6.7305,18.263,1.6575,36.226,14.13,20.558,1.1559,18.27,2.3259,5.275,2.4837,0.015335,0.62132,0.076821,53.228,44.04
153720,62.713,53.167,8.3331,61.435,23.616,45.297,38.575,47.102,92.502,39.783,21.482,50.0,0.083436,3636.0,4481.8,9.401,26.843,41.987,2653.0,74.828,120.35,0.38435,81.275,50.161,2584.0,24.868,50.245,3039.0,21.932,72.341,362.77,350.15,94.886,77.735,34.353,9.0102,24.118,6.7305,18.263,1.6575,36.226,14.13,20.558,1.1559,18.27,2.3259,5.275,2.4837,0.015335,0.62132,0.076821,53.228,44.04
153900,63.271,53.014,6.409,59.553,23.235,46.161,36.893,45.847,91.55,40.674,19.744,50.0,0.064927,3687.2,4482.8,9.4337,27.001,42.362,2649.5,74.794,120.43,0.39137,80.95,49.59,2579.0,23.535,49.703,3037.1,22.664,72.111,362.33,349.07,94.965,77.321,33.887,8.9837,24.43,6.7509,18.695,1.7343,35.243,13.89,21.046,1.2966,18.701,2.3266,5.2437,2.3539,0.015335,0.62132,0.076821,53.228,44.04
154080,62.91,53.517,6.1935,63.025,22.73,46.552,36.701,50.559,88.952,39.59,20.493,50.0,0.067119,3708.1,4440.7,9.3124,27.255,42.195,2643.6,73.408,120.38,0.38817,80.396,49.525,2572.3,24.301,51.739,3032.9,22.365,71.815,358.73,347.98,94.882,76.804,33.887,8.9837,24.43,6.7509,18.695,1.7343,35.243,13.89,21.046,1.2966,18.701,2.3266,5.2437,2.3539,0.019867,0.61717,0.085064,53.232,43.909
154260,63.568,53.098,9.032,59.261,22.596,43.264,40.955,47.965,87.221,40.295,19.963,50.0,0.088259,3667.2,4391.4,9.4584,26.817,42.036,2643.9,73.961,120.4,0.36473,80.269,50.97,2572.6,22.706,50.618,3032.1,22.586,71.464,357.92,348.1,95.069,76.829,33.557,9.2162,24.155,6.8751,18.373,1.7039,35.703,13.953,21.051,1.1457,18.204,2.3451,5.1818,2.3815,0.019867,0.61717,0.085064,53.232,43.909
154440,62.859,52.912,8.7598,62.725,22.301,43.533,37.538,45.02,85.647,41.052,18.232,50.0,0.091027,3708.5,4406.9,9.4614,26.292,41.967,2647.5,73.112,120.41,0.36252,80.524,49.809,2577.4,26.368,49.346,3036.5,23.277,71.154,355.43,347.5,94.87,77.56,33.557,9.2162,24.155,6.8751,18.373,1.7039,35.703,13.953,21.051,1.1457,18.204,2.3451,5.1818,2.3815,0.019867,0.61717,0.085064,53.232,43.909
154620,63.191,53.384,10.616,61.294,22.812,43.983,37.917,46.833,84.347,39.516,18.473,50.0,0.10404,3629.7,4437.0,9.5256,26.754,41.86,2653.9,73.711,120.39,0.3738,81.003,49.938,2584.1,25.984,50.129,3042.9,23.121,71.011,349.9,346.79,94.819,78.11,33.49,9.0543,24.365,6.9381,18.714,1.7339,35.356,14.054,21.186,1.4377,18.743,2.3285,5.0608,2.4588,0.019867,0.61717,0.085064,53.232,43.909
154800,63.228,53.468,10.595,62.251,22.378,44.214,38.068,43.234,82.999,41.514,18.011,50.0,0.10425,3627.5,4430.0,9.5511,26.934,42.211,2658.4,74.479,120.44,0.37191,81.257,49.989,2587.6,25.257,48.574,3049.9,23.274,70.992,344.87,345.91,94.78,77.856,33.49,9.0543,24.365,6.9381,18.714,1.7339,35.356,14.054,21.186,1.4377,18.743,2.3285,5.0608,2.4588,0.019867,0.61717,0.085064,53.232,43.909
154980,62.46,53.054,9.7182,61.155,22.283,45.589,37.786,47.239,81.231,40.248,18.872,50.0,0.098316,3638.7,4397.9,9.4872,27.343,42.465,2655.9,74.141,120.38,0.38506,80.7,49.893,2584.2,24.427,50.305,3048.1,22.908,70.838,339.11,345.72,94.869,76.828,33.344,9.0081,25.112,7.0045,18.433,1.6731,34.748,14.059,21.224,1.3909,18.493,2.2933,5.1227,2.2374,0.0080046,0.64306,0.069868,54.097,43.865
155160,61.912,52.883,9.7931,61.338,21.873,45.478,35.455,41.804,79.523,40.769,19.478,50.0,0.097554,3670.5,4412.2,9.6187,26.814,42.413,2654.3,73.475,120.4,0.38596,80.13,49.101,2582.1,25.142,47.956,3047.2,22.625,70.47,336.03,345.86,95.047,77.032,33.344,9.0081,25.112,7.0045,18.433,1.6731,34.748,14.059,21.224,1.3909,18.493,2.2933,5.1227,2.2374,0.0080046,0.64306,0.069868,54.097,43.865
155340,61.863,53.673,9.8581,63.243,21.875,45.84,36.694,48.53,77.729,39.698,19.228,50.0,0.099589,3634.6,4406.5,9.6366,26.752,42.417,2655.8,73.459,120.39,0.38696,79.759,49.522,2583.5,26.202,50.863,3048.6,22.722,70.032,334.16,345.76,95.027,76.619,33.208,8.9361,24.777,6.9992,18.635,1.7078,34.44,14.036,21.834,1.2078,18.332,2.319,5.1421,2.4137,0.0080046,0.64306,0.069868,54.097,43.865
155520,61.897,53.3,9.5095,64.171,22.569,46.045,38.201,51.648,75.955,40.637,18.925,50.0,0.10313,3632.7,4437.7,9.6498,27.222,42.504,2661.8,73.02,120.42,0.38529,79.703,50.034,2590.3,26.092,52.21,3053.8,22.813,69.645,332.26,346.66,95.052,77.007,33.208,8.9361,24.777,6.9992,18.635,1.7078,34.44,14.036,21.834,1.2078,18.332,2.319,5.1421,2.4137,0.0080046,0.64306,0.069868,54.097,43.865
155700,62.907,52.898,10.087,64.143,22.742,45.581,40.801,47.198,74.626,39.984,16.98,50.0,0.10092,3570.1,4433.2,9.8013,26.837,42.644,2672.8,72.669,120.4,0.38683,80.107,50.918,2600.8,25.981,50.287,3063.5,23.569,69.352,325.44,346.26,94.888,77.898,33.216,8.9003,25.168,6.7744,18.241,1.6846,34.94,13.914,22.275,1.2815,18.834,2.3097,4.9362,2.2884,0.0080046,0.64306,0.069868,54.097,43.865
155880,62.48,53.21,10.125,62.221,22.915,45.461,39.491,45.922,73.14,41.326,15.653,50.0,0.10053,3594.9,4407.1,9.9322,27.058,42.25,2684.4,72.289,120.45,0.38781,80.662,50.473,2612.7,26.002,49.736,3075.9,24.084,69.259,323.67,346.58,94.754,78.627,33.216,8.9003,25.168,6.7744,18.241,1.6846,34.94,13.914,22.275,1.2815,18.834,2.3097,4.9362,2.2884,0.016221,0.70545,0.084024,53.792,42.635
156060,63.117,53.665,8.8146,64.653,23.479,44.036,39.18,46.024,72.026,41.64,16.713,50.0,0.091112,3672.1,4454.8,9.8666,27.241,42.819,2699.4,72.721,120.46,0.37443,81.541,50.367,2629.6,24.525,49.78,3090.9,23.597,69.322,315.75,346.8,94.281,79.816,33.42,9.0099,25.65,6.7344,17.933,1.7419,34.313,13.987,22.108,1.359,18.124,2.3142,4.9065,2.34,0.016221,0.70545,0.084024,53.792,42.635
156240,63.23,53.59,8.854,64.822,22.755,44.126,39.671,44.452,70.718,42.947,15.497,50.0,0.090712,3665.6,4461.1,9.7427,26.479,42.443,2710.5,72.826,120.5,0.37369,82.421,50.534,2641.6,25.186,49.1,3105.7,24.093,69.544,309.89,346.79,94.044,80.637,33.42,9.0099,25.65,6.7344,17.933,1.7419,34.313,13.987,22.108,1.359,18.124,2.3142,4.9065,2.34,0.016221,0.70545,0.084024,53.792,42.635
156420,63.249,53.663,5.8481,65.511,23.002,45.505,33.576,48.165,69.639,43.098,17.618,50.0,0.058203,3691.9,4527.7,9.7811,26.931,42.622,2718.2,73.413,120.47,0.38006,82.944,48.463,2649.3,23.856,50.705,3114.5,23.216,69.815,301.27,346.3,93.729,80.399,33.231,8.9057,25.874,6.6275,18.249,1.662,34.193,13.777,22.735,1.2125,17.967,2.3461,4.9852,2.3814,0.016221,0.70545,0.084024,53.792,42.635
156600,63.71,53.631,5.9184,65.393,22.854,44.668,37.661,43.895,68.394,42.938,18.81,50.0,0.057489,3665.1,4530.4,9.7093,27.163,42.521,2718.4,72.832,120.46,0.38692,82.686,49.851,2649.0,24.984,48.86,3116.5,22.747,69.966,294.51,346.58,93.894,79.306,33.231,8.9057,25.874,6.6275,18.249,1.662,34.193,13.777,22.735,1.2125,17.967,2.3461,4.9852,2.3814,0.016221,0.70545,0.084024,53.792,42.635
156780,64.062,53.057,6.3106,62.899,22.437,42.144,33.941,40.661,68.051,42.834,17.443,50.0,0.066443,3710.2,4523.3,9.6301,26.692,42.326,2710.2,74.345,120.41,0.3621,81.605,48.587,2640.3,24.008,47.462,3108.5,23.369,69.813,292.45,346.72,93.99,77.739,33.518,8.6475,25.795,6.8325,18.19,1.6847,34.337,13.792,22.988,1.1653,17.958,2.3176,5.2431,2.4949,0.0011287,0.73147,0.095551,53.807,44.443
156960,64.591,53.504,6.2281,63.882,22.66,42.265,32.019,42.09,66.698,41.818,19.62,50.0,0.067282,3679.4,4486.0,9.6019,27.132,42.7,2698.9,73.743,120.37,0.36111,80.076,47.934,2628.0,25.378,48.08,3096.2,22.498,69.328,293.79,346.65,94.333,76.155,33.518,8.6475,25.795,6.8325,18.19,1.6847,34.337,13.792,22.988,1.1653,17.958,2.3176,5.2431,2.4949,0.0011287,0.73147,0.095551,53.807,44.443
157140,62.799,53.355,3.1293,62.176,22.428,42.081,44.979,46.084,65.353,40.183,19.348,50.0,0.03196,3687.4,4518.2,9.8131,27.041,42.483,2688.5,73.047,120.32,0.36549,78.655,52.338,2616.3,23.642,49.806,3084.4,22.639,68.627,295.47,347.09,94.768,75.228,32.977,8.9835,26.022,6.7373,18.263,1.6494,33.469,13.75,23.083,1.1187,17.763,2.2989,5.2694,2.4548,0.0011287,0.73147,0.095551,53.807,44.443
157320,63.132,53.821,3.1521,65.789,22.87,42.453,32.495,46.12,63.925,40.578,17.603,50.0,0.031728,3668.0,4479.3,9.7861,26.859,42.887,2687.2,74.038,120.36,0.36244,77.844,48.095,2615.0,26.475,49.821,3079.9,23.365,67.786,298.49,347.85,94.997,75.499,32.977,8.9835,26.022,6.7373,18.263,1.6494,33.469,13.75,23.083,1.1187,17.763,2.2989,5.2694,2.4548,0.0011287,0.73147,0.095551,53.807,44.443
157500,64.132,53.381,7.162,63.801,23.677,41.615,39.192,48.051,63.106,41.025,16.196,50.0,0.073543,3663.8,4508.8,9.7289,27.204,42.243,2697.0,73.0,120.39,0.35939,78.09,50.371,2626.7,25.398,50.655,3086.5,23.92,67.183,294.9,347.69,94.918,76.01,32.722,8.75,26.223,6.8472,17.841,1.6602,34.274,13.836,23.804,1.1912,17.563,2.2749,4.8152,2.2761,0.0011287,0.73147,0.095551,53.807,44.443
157680,63.585,53.776,7.1724,65.512,23.245,41.926,38.114,44.481,62.425,40.138,15.785,50.0,0.073437,3695.6,4475.8,9.8243,26.716,42.737,2708.1,72.908,120.39,0.35684,78.589,50.005,2636.5,25.32,49.113,3099.4,24.016,66.93,294.87,347.66,94.577,77.088,32.722,8.75,26.223,6.8472,17.841,1.6602,34.274,13.836,23.804,1.1912,17.563,2.2749,4.8152,2.2761,-0.0040983,0.67768,0.10394,53.435,43.907
157860,62.842,53.693,8.8871,65.881,23.774,42.814,37.469,43.938,61.742,42.001,16.689,50.0,0.091591,3687.6,4579.5,9.9575,27.18,42.48,2718.2,73.134,120.43,0.36826,78.943,49.786,2647.0,26.046,48.878,3109.9,23.577,66.858,291.93,347.66,94.527,76.866,32.359,8.9357,26.529,6.6682,17.874,1.6596,34.236,13.876,24.22,1.2943,17.97,2.2573,4.5931,2.0454,-0.0040983,0.67768,0.10394,53.435,43.907
158040,63.391,54.366,8.8121,67.897,23.552,42.643,36.985,48.006,61.062,41.063,16.102,50.0,0.092353,3655.8,4523.3,9.8674,27.226,42.565,2722.8,73.399,120.4,0.36965,78.723,49.621,2651.6,26.002,50.636,3115.8,23.78,66.788,289.0,348.12,94.44,76.32,32.359,8.9357,26.529,6.6682,17.874,1.6596,34.236,13.876,24.22,1.2943,17.97,2.2573,4.5931,2.0454,-0.0040983,0.67768,0.10394,53.435,43.907
158220,64.277,54.646,12.01,64.381,23.536,43.512,31.91,45.35,60.15,41.87,16.704,50.0,0.12264,3702.3,4506.0,9.9956,26.803,42.642,2727.2,72.544,120.43,0.37167,78.231,47.897,2654.8,26.937,49.488,3121.5,23.476,66.571,288.8,348.22,94.398,76.394,32.556,8.6117,26.75,6.9647,17.865,1.6114,33.918,13.608,25.002,1.3213,17.715,2.2582,4.6114,2.113,-0.0040983,0.67768,0.10394,53.435,43.907
158400,64.13,54.682,11.951,66.339,23.851,43.219,38.645,51.691,59.592,41.797,17.593,50.0,0.12324,3710.9,4503.0,9.9951,26.949,42.65,2732.9,73.243,120.41,0.37407,78.095,50.185,2662.5,26.467,52.228,3126.8,23.06,66.302,284.77,349.15,94.188,76.092,32.556,8.6117,26.75,6.9647,17.865,1.6114,33.918,13.608,25.002,1.3213,17.715,2.2582,4.6114,2.113,-0.0040983,0.67768,0.10394,53.435,43.907
158580,62.565,54.25,10.009,68.791,23.832,39.508,39.898,47.015,57.435,41.47,13.911,50.0,0.099247,3654.2,4553.7,10.006,26.779,42.821,2739.0,72.808,120.4,0.34473,77.861,50.611,2667.5,25.447,50.208,3131.6,24.562,66.022,280.74,349.62,94.452,76.381,32.683,8.5812,26.833,6.7277,17.664,1.6164,33.31,13.402,25.371,1.1739,17.249,2.2763,4.6402,2.2246,0.020195,0.72563,0.08383,53.588,44.051
158760,62.836,54.343,9.8216,65.771,24.478,39.694,40.861,47.717,56.232,41.089,13.33,50.0,0.10115,3638.5,4545.9,10.188,26.821,42.925,2749.2,72.654,120.4,0.3432,77.894,50.938,2678.3,25.858,50.511,3141.3,24.753,65.749,276.33,350.04,94.26,76.516,32.683,8.5812,26.833,6.7277,17.664,1.6164,33.31,13.402,25.371,1.1739,17.249,2.2763,4.6402,2.2246,0.020195,0.72563,0.08383,53.588,44.051
158940,63.559,54.626,8.2488,64.8,24.807,36.961,37.338,50.212,54.96,41.854,16.311,50.0,0.083728,3719.2,4577.8,10.242,26.799,42.873,2759.7,73.153,120.42,0.31657,77.928,49.741,2688.8,25.619,51.589,3152.0,23.452,65.523,272.76,350.61,94.151,76.253,32.268,8.657,27.494,6.9656,17.892,1.5906,33.444,13.509,25.121,1.0984,17.501,2.229,4.6011,2.1798,0.020195,0.72563,0.08383,53.588,44.051
159120,63.403,54.306,8.287,66.962,24.751,36.665,38.921,46.678,53.707,42.476,16.26,50.0,0.08334,3728.3,4604.5,10.09,26.942,42.882,2766.4,72.716,120.42,0.319,77.683,50.279,2695.5,25.813,50.062,3157.6,23.424,65.289,269.1,351.1,94.062,76.337,32.268,8.657,27.494,6.9656,17.892,1.5906,33.444,13.509,25.121,1.0984,17.501,2.229,4.6011,2.1798,0.020195,0.72563,0.08383,53.588,44.051
159300,62.385,54.255,11.808,65.654,25.011,37.369,43.808,48.482,52.549,42.724,15.658,50.0,0.12172,3668.1,4576.0,10.016,26.683,42.708,2773.4,73.572,120.42,0.33224,77.474,51.94,2703.3,26.952,50.842,3165.0,23.625,65.031,264.51,351.92,94.155,76.581,32.64,8.489,27.467,6.5863,17.282,1.613,33.514,13.486,25.798,1.1433,16.731,2.188,4.5754,1.9798,0.020195,0.72563,0.08383,53.588,44.051
159480,62.113,54.305,11.736,67.159,25.466,37.559,33.34,49.023,52.039,42.316,16.943,50.0,0.12245,3683.9,4571.8,10.119,26.951,43.251,2780.6,73.243,120.39,0.33068,77.271,48.383,2711.2,24.792,51.075,3170.9,23.056,64.778,263.84,352.74,94.051,76.049,32.64,8.489,27.467,6.5863,17.282,1.613,33.514,13.486,25.798,1.1433,16.731,2.188,4.5754,1.9798,0.0082645,0.74449,0.089808,54.602,42.916
159660,64.256,55.438,8.0335,63.832,26.011,36.922,39.978,45.345,51.171,43.35,13.728,50.0,0.082642,3758.6,4619.0,10.291,26.875,43.078,2790.7,72.689,120.43,0.32676,77.193,50.638,2721.7,28.628,49.486,3179.8,24.357,64.51,261.04,353.52,93.88,76.509,31.96,8.4074,27.912,6.7872,17.624,1.6158,33.819,13.282,26.225,1.1336,16.647,2.1752,4.5156,2.0619,0.0082645,0.74449,0.089808,54.602,42.916
159840,64.261,55.545,7.958,68.167,26.063,36.648,37.937,46.559,50.481,43.35,17.792,50.0,0.083409,3758.3,4610.0,10.175,27.011,42.856,2799.6,72.966,120.44,0.32901,77.296,49.945,2731.1,25.386,50.011,3188.9,22.597,64.339,256.3,353.72,93.75,76.781,31.96,8.4074,27.912,6.7872,17.624,1.6158,33.819,13.282,26.225,1.1336,16.647,2.1752,4.5156,2.0619,0.0082645,0.74449,0.089808,54.602,42.916
160020,63.442,55.606,14.406,67.407,26.533,33.991,39.478,46.024,49.423,43.465,15.666,50.0,0.1471,3714.2,4553.5,10.142,26.891,42.794,2808.9,73.308,120.42,0.30079,77.227,50.468,2739.7,24.263,49.78,3196.8,23.466,64.209,255.75,354.43,93.624,76.796,32.915,8.6586,28.331,6.6823,17.624,1.6039,33.692,13.252,26.417,1.3077,16.533,2.1995,4.359,2.1133,0.0082645,0.74449,0.089808,54.602,42.916
160200,64.414,55.276,14.484,67.606,26.999,33.898,33.027,48.973,48.816,44.101,13.073,50.0,0.14631,3657.7,4581.1,10.106,26.819,43.127,2818.6,72.924,120.46,0.30156,77.279,48.276,2749.7,25.31,51.054,3205.5,24.533,64.107,250.17,355.06,93.685,77.123,32.915,8.6586,28.331,6.6823,17.624,1.6039,33.692,13.252,26.417,1.3077,16.533,2.1995,4.359,2.1133,0.0082645,0.74449,0.089808,54.602,42.916
160380,64.763,55.207,7.0315,63.416,27.6,32.799,36.757,47.534,48.099,43.045,15.99,50.0,0.075716,3698.9,4602.8,10.285,27.077,42.711,2828.6,74.039,120.42,0.29721,77.621,49.544,2761.4,26.226,50.432,3215.0,23.277,64.069,249.2,355.1,93.486,77.552,32.601,8.4855,28.622,6.6768,17.072,1.6136,33.316,13.342,26.719,1.1697,15.911,2.1261,4.3416,1.9682,0.012662,0.76771,0.094199,54.356,43.798
160560,64.691,55.029,7.1594,66.215,27.578,33.384,33.136,48.084,47.733,43.726,16.063,50.0,0.074416,3703.1,4617.7,9.9797,26.568,42.929,2838.0,73.881,120.43,0.29241,78.004,48.313,2771.5,24.53,50.67,3223.7,23.227,64.144,242.33,355.09,93.411,77.739,32.601,8.4855,28.622,6.6768,17.072,1.6136,33.316,13.342,26.719,1.1697,15.911,2.1261,4.3416,1.9682,0.012662,0.76771,0.094199,54.356,43.798
160740,64.49,55.654,9.5598,66.396,27.717,33.621,33.765,46.094,46.902,44.4,18.514,50.0,0.098906,3728.7,4698.9,9.9316,26.777,42.58,2842.5,73.833,120.43,0.3039,78.05,48.527,2776.6,21.378,49.81,3229.5,22.187,64.224,240.62,355.17,93.21,77.754,33.307,8.4635,28.718,6.8333,16.778,1.5735,33.45,13.114,27.482,0.9395,15.854,2.1599,4.4067,2.0494,0.012662,0.76771,0.094199,54.356,43.798
